uo_method,scaler_method,imbalance_ratio,classifier,sampler_seed,feat_col_list,date_time,dataset,precision_score_min,precision_score_max,precision_score_avg,precision_score_std,recall_score_min,recall_score_max,recall_score_avg,recall_score_std,f1_score_min,f1_score_max,f1_score_avg,f1_score_std,rocauc_min,rocauc_max,rocauc_avg,rocauc_std,prauc_min,prauc_max,prauc_avg,prauc_std,accuracy_min,accuracy_max,accuracy_avg,accuracy_std,n_thresholds_min,n_thresholds_max,SVC_C,SVC_kernel,SVC_max_iter,SVC_verbose,RidgeClassifier_alpha,XGB_alpha,XGB_eta,XGB_eval_metric,XGB_lambda,XGB_max_depth,XGB_objective,XGB_scale_pos_weight,XGB_seed,KNeighborsClassifier_metric,KNeighborsClassifier_n_neighbors,KNeighborsClassifier_weights,LogisticRegression_class_weight,LogisticRegression_l1_ratio,LogisticRegression_max_iter,LogisticRegression_penalty,LogisticRegression_solver,SGDClassifier_eta0,SGDClassifier_fit_intercept,SGDClassifier_l1_ratio,SGDClassifier_learning_rate,SGDClassifier_loss,SGDClassifier_penalty,RandomForestClassifier_bootstrap,RandomForestClassifier_class_weight,RandomForestClassifier_criterion,RandomForestClassifier_max_depth,RandomForestClassifier_min_samples_leaf,RandomForestClassifier_min_samples_split,RandomForestClassifier_n_estimators,SVC_degree
random_under_bootstrap,standard,0.7,knn,33289947,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.137094129,0.191967576,0.167876473,0.018956165,0.660347551,0.750720461,0.705587984,0.030101418,0.227050516,0.305751174,0.270995669,0.027035421,0.745752747,0.815105533,0.784187306,0.02323005,0.168847252,0.252285426,0.222591438,0.030513311,0.695614973,0.743717504,0.721899625,0.017072577,8,8,,,,,,,,,,,,,,chebyshev,7,uniform,,,,,,,,,,,,,,,,,,,
random_under,standard,0.5,ridge,24840919,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.125925926,0.196796339,0.157418442,0.024517623,0.047486034,0.123919308,0.082928557,0.02496039,0.068965517,0.152077807,0.10785272,0.026921925,0.652065331,0.70074689,0.667208798,0.018448356,0.105621191,0.140320383,0.118588944,0.012686529,0.896122184,0.905026738,0.90154779,0.003029906,9220,9350,,,,,2.653221343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smote,standard,0.5,ridge,16619619,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.076923077,0.185897436,0.13857693,0.036013468,0.018156425,0.083573487,0.059940768,0.022129424,0.029378531,0.115308151,0.083149425,0.028863261,0.639767656,0.673611547,0.65923927,0.014633516,0.099962002,0.126375334,0.114024384,0.009784215,0.901952278,0.908342246,0.905761333,0.002520909,9220,9350,,,,,1.768447114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_over,minmax,0.3,nb,10490086,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.115326633,0.154832936,0.131412193,0.013353709,0.723004695,0.822625698,0.765677153,0.042365003,0.199002818,0.256549679,0.223968478,0.01932242,0.697507965,0.77943157,0.738991016,0.028257903,0.111321851,0.198881912,0.155469289,0.028890571,0.536416685,0.674176776,0.610010659,0.045995283,9180,9338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,standard,0.1,xgb,31812382,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,4.97E-17,1,1,1,0,9216,9343,,,,,,1,0.7,aucpr,3,36,binary:logistic,19,25860,,,,,,,,,,,,,,,,,,,,,,
,standard,0.7,knn,20184947,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.375,0.684210526,0.568491041,0.112678528,0.004739336,0.040345821,0.024860752,0.012761156,0.009360374,0.075573549,0.047191796,0.02360226,0.858469885,0.89690622,0.875858803,0.014043255,0.299520506,0.402557345,0.350561391,0.035183095,0.923384482,0.932085561,0.927561775,0.003580362,8,10,,,,,,,,,,,,,,manhattan,12,uniform,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,standard,0.8,svm,16915782,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.149425287,0.204210526,0.173468973,0.025031916,0.205371248,0.325648415,0.268843601,0.048248097,0.172987359,0.250554324,0.209662639,0.029579803,0.694268848,0.772289065,0.734740198,0.029965723,0.123181572,0.186591506,0.155454407,0.024378588,0.831092801,0.867058824,0.852903428,0.012724921,9220,9350,1.87,poly,25000,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
adasyn,standard,1,svm,3835105,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.096592905,0.147609148,0.115163866,0.017819645,0.818443804,0.920391061,0.88109986,0.035455431,0.173858069,0.250110084,0.20296772,0.026400424,0.703546719,0.775994149,0.740252446,0.027939175,0.122903323,0.184887884,0.158649661,0.021867101,0.40749946,0.631065858,0.485757712,0.077887931,9220,9350,0.97,poly,25000,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
smote,standard,0.5,rf,24045989,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.539808917,0.618762475,0.573707463,0.028622737,0.974063401,0.981220657,0.978427821,0.00261512,0.695384615,0.758409786,0.722911051,0.023040598,0.994437425,0.99720852,0.995727125,0.001062512,0.953901196,0.973009383,0.963163183,0.006920159,0.935658579,0.957754011,0.944930773,0.007816199,8102,8673,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,balanced,gini,34,7,2,348,
random_under_bootstrap,minmax,0.3,knn,6861210,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.229129663,0.312169312,0.277064499,0.029859477,0.203791469,0.458213256,0.334997383,0.095580502,0.215719064,0.365307295,0.300338312,0.056428161,0.777195457,0.843236087,0.808817538,0.024945441,0.184022173,0.28643573,0.243026633,0.036893767,0.880307626,0.899679144,0.889255053,0.006310376,13,14,,,,,,,,,,,,,,euclidean,14,uniform,,,,,,,,,,,,,,,,,,,
random_over,standard,0.1,knn,748053,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.413793103,0.653846154,0.516378766,0.085240198,0.018957346,0.056195965,0.034923155,0.014404871,0.036253776,0.101694915,0.064825838,0.025252521,0.841310066,0.880712721,0.857668446,0.014215195,0.257073204,0.350274675,0.301799108,0.032302436,0.923492544,0.931764706,0.927215763,0.0031796,11,13,,,,,,,,,,,,,,euclidean,16,uniform,,,,,,,,,,,,,,,,,,,
random_under,minmax,0.5,knn,13945678,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.220097357,0.28940784,0.258080094,0.02575023,1,1,1,0,0.360786549,0.448900388,0.409607096,0.032689091,0.947803143,0.955371804,0.952108934,0.00286962,0.705119896,0.738487973,0.725643664,0.012162089,0.760106952,0.81542461,0.788607736,0.02043435,1957,2617,,,,,,,,,,,,,,minkowski,2,distance,,,,,,,,,,,,,,,,,,,
adasyn,standard,1,knn,4433154,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,2,2,,,,,,,,,,,,,,euclidean,17,distance,,,,,,,,,,,,,,,,,,,
smote,minmax,1,ridge,16743315,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.095799558,0.118389897,0.109474739,0.007832378,0.616113744,0.65129683,0.636048021,0.013083243,0.165816327,0.200222469,0.186733298,0.011996291,0.641496768,0.677675427,0.660970075,0.014999679,0.100476813,0.127079036,0.114132325,0.009842126,0.577047763,0.611665221,0.595339802,0.014576445,9220,9350,,,,,3.149877514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_over,standard,0.1,nb,32442344,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.078947368,0.218064516,0.161190039,0.045458374,0.047393365,0.528818444,0.374253776,0.176440635,0.05923001,0.301247772,0.218579918,0.083877134,0.699109492,0.779277993,0.740042874,0.027753395,0.112343717,0.200101461,0.156937529,0.028919457,0.771017938,0.898074866,0.823898424,0.045603756,9182,9338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_over,minmax,0.5,ridge,29987018,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.075675676,0.185064935,0.138151206,0.037255348,0.019553073,0.082132565,0.059251463,0.022686434,0.031076582,0.113772455,0.082438902,0.029314782,0.639370582,0.672627305,0.657940029,0.014602578,0.10007694,0.126731047,0.114262585,0.009922131,0.902169197,0.912085561,0.905860484,0.003367263,9220,9350,,,,,0.681045538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,standard,0.3,sgd,12484144,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0.181818182,0.087965514,0.064372661,0,0.021909233,0.008695758,0.007893158,0,0.036649215,0.01535028,0.013282243,0.613513824,0.725712223,0.668301312,0.039059677,0.095266029,0.137866666,0.119931284,0.016717667,0.918869151,0.93144385,0.922514936,0.004622247,9220,9350,,,,,,,,,,,,,,,,,,,,,,0.226601452,TRUE,0.958797407,adaptive,squared_epsilon_insensitive,l1,,,,,,,,
random_under,standard,0.8,nb,11947520,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.101362703,0.135893309,0.118747138,0.011248496,0.848200313,0.870317003,0.855696179,0.007971982,0.18130217,0.234384295,0.208348318,0.017346457,0.696299436,0.775363893,0.740885028,0.028762178,0.114460704,0.189762781,0.158558943,0.027569752,0.475508021,0.581780763,0.523360078,0.035068923,9190,9313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,minmax,0.7,knn,6183350,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.5,0.595238095,0.565266106,0.033945604,0.004739336,0.043227666,0.021671198,0.015648785,0.009389671,0.080536913,0.041058002,0.029001537,0.843951397,0.889851895,0.863358657,0.017007756,0.278432416,0.387765215,0.331651852,0.038201411,0.922736114,0.932299465,0.927496621,0.003600995,9,11,,,,,,,,,,,,,,euclidean,15,uniform,,,,,,,,,,,,,,,,,,,
random_over,minmax,0.3,svm,4420833,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.071022727,0.086419753,0.079360177,0.005454732,0.234741784,0.255924171,0.245286766,0.007867746,0.109051254,0.128723796,0.119846763,0.006780447,0.49213672,0.522642741,0.510465991,0.011243922,0.067334894,0.07965721,0.074874005,0.004569999,0.730610919,0.743058568,0.737175496,0.004775524,9220,9350,1.89,sigmoid,25000,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smote,standard,0.5,nb,7303836,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.104459622,0.141956631,0.120423505,0.012391643,0.811239193,0.863128492,0.836738241,0.02199634,0.185350205,0.241630901,0.210253997,0.018543395,0.699780223,0.782774735,0.741025392,0.028652826,0.112527847,0.207034392,0.160773803,0.030887728,0.478387724,0.61720104,0.538083824,0.046690321,9184,9336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,standard,0.7,nb,25313627,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.091614907,0.137599625,0.114566885,0.015315255,0.807511737,0.93206951,0.884417465,0.049100938,0.166831613,0.236693548,0.202186824,0.023024328,0.701204144,0.780094229,0.742141868,0.028055973,0.11296768,0.200586811,0.158662239,0.029255998,0.36973262,0.589904679,0.480715723,0.092103925,9193,9337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smote,minmax,0.1,knn,19666103,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,2,2,,,,,,,,,,,,,,minkowski,4,distance,,,,,,,,,,,,,,,,,,,
adasyn,minmax,0.7,lr,122278,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.107096439,0.155535499,0.127864574,0.015683312,0.650868878,0.744956772,0.690384902,0.030493803,0.183928571,0.257341961,0.215594442,0.023728494,0.673979685,0.763098924,0.710595535,0.032037396,0.115223088,0.166072034,0.134953207,0.018499248,0.596174627,0.67677643,0.631189724,0.028758863,9220,9350,,,,,,,,,,,,,,,,,balanced,0.922587337,20000,elasticnet,saga,,,,,,,,,,,,,,
adasyn,standard,0.8,sgd,32325707,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.036614173,0.132254995,0.078999986,0.031357518,0.134005764,0.784916201,0.416552797,0.233494497,0.057513915,0.159312321,0.123331604,0.037102024,0.381778055,0.704641541,0.526923144,0.103492665,0.055673504,0.128124437,0.080062156,0.025045821,0.354549384,0.840889371,0.580918571,0.164512319,9220,9350,,,,,,,,,,,,,,,,,,,,,,1.266158266,TRUE,0.014841884,constant,log,elasticnet,,,,,,,,
,standard,0.1,lr,12650086,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.109399894,0.158415842,0.130765336,0.015993097,0.650868878,0.737752161,0.683475515,0.029430486,0.187315299,0.260825267,0.219340633,0.023977107,0.679454224,0.767244487,0.715850372,0.032053851,0.116046909,0.171080041,0.138187356,0.019841267,0.609574238,0.685658579,0.642865976,0.027559058,9220,9350,,,,,,,,,,,,,,,,,balanced,0.591171791,20000,elasticnet,saga,,,,,,,,,,,,,,
,standard,1,svm,17033532,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.017825312,0.04676259,0.033592329,0.009317287,0.014409222,0.040688576,0.028688956,0.008449123,0.015936255,0.043514644,0.030938528,0.008862707,0.381513274,0.447610406,0.426844728,0.024902056,0.056331978,0.063093331,0.059208073,0.002519058,0.862039046,0.878395722,0.869317546,0.006643906,9220,9350,0.45,sigmoid,25000,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under,standard,0.1,knn,21475196,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.507692308,0.589041096,0.546017564,0.027174216,0.014218009,0.064841499,0.043281074,0.020542949,0.027692308,0.116129032,0.07904238,0.035908475,0.825727125,0.881234883,0.852117003,0.019960302,0.251512154,0.364196507,0.30946509,0.042660365,0.922952237,0.932406417,0.927626331,0.003479053,11,13,,,,,,,,,,,,,,manhattan,17,uniform,,,,,,,,,,,,,,,,,,,
smote,minmax,0.3,ridge,8614191,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.047619048,0.139534884,0.102644668,0.036654646,0.001396648,0.012519562,0.006585182,0.003962358,0.002713704,0.022922636,0.012311392,0.007229049,0.640454698,0.673502524,0.659823888,0.014742822,0.10088106,0.127778936,0.115016778,0.009998783,0.920574887,0.92973262,0.923819378,0.003538635,9220,9350,,,,,4.448213158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,standard,0.8,lr,21204869,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.109370852,0.158268934,0.13071612,0.015953783,0.650868878,0.737752161,0.683475515,0.029430486,0.187272727,0.260626114,0.219272387,0.023924721,0.67946911,0.767182381,0.71583531,0.032027678,0.11603988,0.171044113,0.138175605,0.019829946,0.609466177,0.685333622,0.642736299,0.027492245,9220,9350,,,,,,,,,,,,,,,,,balanced,0.258207148,20000,elasticnet,saga,,,,,,,,,,,,,,
random_over,minmax,0.5,xgb,23713542,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.652255639,0.730946882,0.692133543,0.026541218,1,1,1,0,0.789533561,0.844563042,0.817769075,0.018562154,0.999998648,1,0.999999459,4.93E-07,0.999983381,1,0.999993333,6.05E-06,0.95992201,0.975080214,0.96728702,0.005052201,9209,9338,,,,,,3,0.1,aucpr,1,32,binary:logistic,72,6878,,,,,,,,,,,,,,,,,,,,,,
random_over,minmax,0.8,nb,32638362,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.094342762,0.127973058,0.110572828,0.010991997,0.876080692,0.927374302,0.901839966,0.018076233,0.170706006,0.223324151,0.196768747,0.017221042,0.700712831,0.781233988,0.740973359,0.027815451,0.112615839,0.202029902,0.157607203,0.029455884,0.402636698,0.541919411,0.459273182,0.050464445,9184,9338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smote,minmax,0.1,sgd,21332076,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0,0,0,0,0,0,0,0,0,0,0,0.486968048,0.546900784,0.52561203,0.021059388,0.062441426,0.080153072,0.074557613,0.006918261,0.922519991,0.932085561,0.926760289,0.003727159,9220,9350,,,,,,,,,,,,,,,,,,,,,,1.727881397,FALSE,0.149695788,adaptive,modified_huber,l2,,,,,,,,
random_over,minmax,0.7,nb,11354382,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.096127248,0.133333333,0.113087168,0.012203589,0.870317003,0.914804469,0.889336796,0.016138347,0.173289699,0.231240429,0.200399448,0.018977097,0.700610255,0.781164794,0.741122166,0.027928741,0.112595495,0.201863064,0.157653614,0.029473517,0.417873352,0.564991334,0.47815188,0.051914027,9183,9338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,standard,0.1,sgd,1253424,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0.063333333,0.025150768,0.02367039,0,0.07925072,0.0362508,0.034038859,0,0.045053869,0.025783991,0.021097112,0.409460874,0.520722998,0.458659019,0.041065971,0.055116495,0.079337228,0.065160294,0.008264016,0.735701906,0.92472885,0.855099922,0.078035032,9220,9350,,,,,,,,,,,,,,,,,,,,,,0,TRUE,0.220143456,optimal,squared_hinge,l2,,,,,,,,
random_under,minmax,0.7,xgb,2637919,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.164972635,0.238160604,0.196007823,0.027295716,1,1,1,0,0.283221477,0.384700665,0.32690623,0.037858133,0.959410177,0.96406314,0.961158306,0.001771349,0.509156878,0.559109144,0.534664182,0.022059347,0.657326203,0.759532062,0.695642249,0.040232734,9220,9345,,,,,,1.5,0.1,aucpr,1,10,binary:logistic,11,17723,,,,,,,,,,,,,,,,,,,,,,
random_over,minmax,0.7,ridge,15762668,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.102459016,0.141496599,0.124654834,0.015003057,0.208100559,0.299711816,0.265310645,0.03635559,0.143061516,0.192236599,0.169403104,0.02081012,0.641658969,0.677012853,0.661258271,0.015172979,0.100486879,0.127980166,0.114993583,0.010154975,0.807807487,0.813529922,0.810919014,0.002077869,9220,9350,,,,,3.661257499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_over,standard,0.1,rf,24230774,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.631775701,0.813892529,0.714472054,0.066890634,0.971181556,0.981220657,0.977311709,0.004008809,0.766439909,0.889684814,0.823840224,0.045633853,0.99156082,0.997435419,0.994439939,0.002266619,0.905860704,0.962102395,0.933565459,0.021582073,0.955372617,0.983529412,0.968756356,0.010300927,8153,8586,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,balanced,entropy,486,5,6,405,
random_under_bootstrap,standard,0.3,ridge,24635443,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.03125,0.181818182,0.114537446,0.048627736,0.001396648,0.021909233,0.00932767,0.007273878,0.002673797,0.036649215,0.01658889,0.012029136,0.631193319,0.726584108,0.67259109,0.034835702,0.09928593,0.138561004,0.121200977,0.015856211,0.91897747,0.931122995,0.922429204,0.004509763,9220,9350,,,,,4.879221171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,standard,0.1,xgb,5569274,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.59380863,0.66988417,0.63478517,0.030763862,1,1,1,0,0.745144202,0.802312139,0.776162666,0.023116739,0.99781634,0.999067355,0.998629333,0.000425364,0.946262708,0.971756458,0.961844573,0.009368877,0.95368984,0.962954939,0.95800685,0.00377034,9181,9320,,,,,,0,0.7,aucpr,1,11,binary:logistic,77,4468,,,,,,,,,,,,,,,,,,,,,,
smote,minmax,0.8,rf,25570997,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.66214908,0.727803738,0.697759639,0.025200374,0.984149856,0.987480438,0.985212031,0.001246425,0.792125072,0.836803224,0.816671974,0.017143979,0.998049533,0.998795074,0.998372966,0.000250668,0.984054537,0.988592289,0.986479632,0.001452783,0.961113518,0.974010695,0.967592087,0.00449727,5333,6164,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,balanced_subsample,entropy,406,6,7,39,
random_under_bootstrap,standard,1,rf,32630547,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.189230769,0.292307692,0.23414993,0.03557036,0.949567723,0.971563981,0.960189378,0.007089312,0.316765388,0.447962277,0.37504889,0.045156978,0.917669086,0.93507935,0.924733192,0.00653398,0.423353266,0.479513539,0.445210266,0.021516701,0.716256684,0.822465338,0.762771327,0.036817547,9216,9350,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,balanced,gini,176,3,7,327,
random_under_bootstrap,standard,0.1,sgd,11201599,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.08970297,0.106529929,0.100872631,0.005894444,0.676056338,0.71563981,0.704667857,0.014698797,0.15942284,0.185293047,0.176385836,0.008918672,0.621234569,0.675006904,0.642037824,0.018478111,0.096393788,0.11983385,0.108993128,0.010208268,0.489090909,0.577515178,0.518991973,0.030646153,9220,9350,,,,,,,,,,,,,,,,,,,,,,1.856406833,FALSE,0.876565697,adaptive,squared_loss,l1,,,,,,,,
,standard,0.8,xgb,15240930,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,9217,9345,,,,,,1,0.3,aucpr,1.5,32,binary:logistic,20,8591,,,,,,,,,,,,,,,,,,,,,,
,minmax,1,nb,18842750,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.142857143,0.232057416,0.186091127,0.029185418,0.028436019,0.478386167,0.289174317,0.166363348,0.04743083,0.298767967,0.205678883,0.088156814,0.700560235,0.781112646,0.741088325,0.027868125,0.113247909,0.200886742,0.157710014,0.028942059,0.803904555,0.922673797,0.858597867,0.044421518,9187,9338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adasyn,standard,0.5,knn,16055709,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,2,2,,,,,,,,,,,,,,minkowski,3,distance,,,,,,,,,,,,,,,,,,,
adasyn,standard,0.5,lr,7475231,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.108695652,0.159286593,0.129948534,0.016580161,0.663507109,0.746397695,0.693253861,0.028531031,0.186791194,0.262544349,0.218653705,0.024824432,0.679102527,0.769081502,0.715387869,0.032984933,0.11513949,0.170034517,0.13724992,0.019853243,0.603630862,0.684792028,0.636019807,0.029356721,9220,9350,,,,,,,,,,,,,,,,,balanced,,20000,l1,saga,,,,,,,,,,,,,,
